postal_code,type_of_property,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building
9000,1,-0.029796758613346543,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.24727602785055983,0,1
4020,1,-0.14210260255713678,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.10127440081497424,0,1
7333,1,-0.36671429044471726,0.0,0,1.9280484962889928,0.0044535121699894225,0.1116157065010229,0,-0.29841365356353144,4,2
2220,1,0.48681012352808856,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.03160864984367958,2,2
2910,1,-0.16456377134589484,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.12795490118695943,0,1
2930,0,-0.3442531216559592,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
3110,1,0.16112317609109686,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,0.1136518521815731,4,1
2070,1,0.7226523958100481,0.0,0,-0.4413434562304958,0.2698217999660801,0.8114521550167951,0,-0.22133665248890758,0,1
3540,1,0.4418877859505725,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,0.4130663563560735,4,2
9120,1,0.8574194085425964,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,0,1
9400,1,0.015125578964169556,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,0.3211668550747912,0,1
8300,0,-0.5127118875716445,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,0
2812,0,-0.6250177315154348,0.0,0,0.36640380031023895,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,4,1
4000,1,0.23973726685175004,0.0,0,0.4741034345156703,-0.0784740777662889,0.1116157065010229,0,-0.15463540155894462,4,4
9111,1,0.9472640836976286,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,1.3231678690449016,0,2
1500,0,-0.8159376662198783,0.0,0,0.36640380031023895,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,0
9870,1,-0.007335589824588493,0.0,0,-0.4413434562304958,0.33409068216669574,-1.2880571905305216,0,-0.05087790011233555,0,1
9470,0,-0.5913259783322977,0.0,0,-0.3336438220250645,-0.20286546267070638,1.5112886035325672,0,-0.29841365356353144,0,1
6830,1,0.22850668245737102,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.1375895263212874,0,1
1830,0,-0.6250177315154348,0.0,0,0.09715471479666071,-0.03701028279814974,0.1116157065010229,0,-0.29841365356353144,4,1
1050,0,-1.3100833795725553,0.0,0,-0.11824455361420189,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
2840,1,-0.23194727771216897,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.24653490284022692,4,1
1000,1,2.519545898910692,0.0,1,0.36640380031023895,-0.15103571896053242,0.1116157065010229,0,-0.198361777168587,0,1
1050,0,-1.1191634448681118,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,3,1
1980,1,2.9687692746858527,0.0,0,-0.4413434562304958,2.2891086149144573,1.5112886035325672,0,1.7433857499036682,0,1
6000,1,5.158733231589762,0.0,0,3.3281437409595998,-0.20286546267070638,0.1116157065010229,0,-0.02271514971968452,0,1
2170,1,0.07127850093606468,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.04643115005033802,0,1
2570,1,0.10497025411920174,0.0,0,0.09715471479666071,-0.20286546267070638,0.1116157065010229,0,-0.1687167767552701,0,1
8300,1,-0.9170129257692895,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,-0.2317124026335685,0,2
9180,1,4.653356933842706,0.0,0,-0.4413434562304958,-0.20079227292229943,-1.2880571905305216,0,-0.29841365356353144,0,2
6041,1,-0.6699400690929509,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.2502405278918915,0,1
7330,1,0.644038305049395,0.0,0,0.09715471479666071,-0.20286546267070638,0.8114521550167951,0,-0.0019636494303627095,1,0
9160,1,1.171875771585209,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.07237052541199028,0,1
9170,1,0.16112317609109686,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.06866490036032567,1,1
8660,0,-0.8159376662198783,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,0
2910,1,-0.23194727771216897,0.0,0,0.6356528858238172,-0.20286546267070638,1.5112886035325672,0,0.5020013575960242,4,1
7390,1,-0.27686961528968507,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.2317124026335685,0,1
8870,0,-0.8496294194030153,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,0
9140,1,0.1274314229079598,0.0,0,-0.11824455361420189,-0.20286546267070638,0.1116157065010229,0,-0.2613574030468854,0,4
1740,1,0.2509678512461291,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.08941640064964748,1,4
8870,1,-0.3891754592334753,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.18279815195159563,0,1
8870,1,0.13866200730233882,0.0,0,-0.4413434562304958,-0.04737623154018453,0.8114521550167951,0,-0.16352890168293968,0,0
3210,1,0.4418877859505725,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,0,2
9667,1,0.0038949945697905313,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,0.2670647293204879,2,2
2300,1,1.598637978571612,0.0,0,-0.4413434562304958,0.6886061291442855,1.5112886035325672,0,0.24557210402083318,5,0
2800,1,-0.029796758613346543,0.0,1,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.18502152698259441,3,2
8700,1,0.8574194085425964,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,0.08030122671659161,0,0
9860,1,0.644038305049395,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,0.13662672750189367,1,1
9300,1,0.20604551366861296,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.07681727547398781,0,1
2150,0,-0.5576342251491607,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,0,1
9050,0,-0.3891754592334753,1.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,0,1
8300,0,-0.8945517569805315,0.0,0,-0.27979400492234885,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
2300,1,-0.4340977968109914,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.2050319022615833,4,1
9500,1,1.8794025884310877,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,0.027681350982954163,0,0
9800,0,-0.68117065348733,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
5380,1,0.14989259169671784,0.0,0,-0.4413434562304958,0.866900447507284,-1.2880571905305216,0,0.1314388524295632,0,1
3001,1,,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,1.10972386606902,0,1
8880,1,0.6103465518662579,0.0,0,-0.4413434562304958,-0.10957192399239327,-1.2880571905305216,0,-0.15092977650728,0,1
7500,0,-1.1079328604737329,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
8790,0,-0.9619352633468056,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
3650,1,0.13866200730233882,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,0.012858850776295727,0,1
9880,1,0.30712077321802417,0.0,0,-0.4413434562304958,0.39421318487049756,-1.2880571905305216,0,-0.01900952466801991,0,1
9300,0,-1.0405493541074586,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,4,1
8420,1,0.4531183703449515,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,0.02619910096228832,0,3
8957,1,0.8349582397538383,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,7.69980745794936,0,1
8800,1,0.2621984356405081,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,0.0936414769025842,0,1
4870,1,-0.8159376662198783,0.0,0,0.36640380031023895,-0.0038392468236384094,0.8114521550167951,0,-0.1205436510836302,0,1
9660,0,-0.5127118875716445,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
2830,1,-0.45655896559974946,0.0,0,-0.4413434562304958,-0.09920597525035849,-1.2880571905305216,0,-0.1405540263626191,0,1
2860,1,0.4980407079224676,0.0,0,0.36640380031023895,-0.04737623154018453,0.1116157065010229,0,-0.044948900029672174,0,0
3550,1,0.4418877859505725,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,0.015082225807294493,1,2
4000,0,-0.5688648095435397,0.0,0,-0.4413434562304958,5.602065832868776,1.5112886035325672,0,-0.29841365356353144,0,0
2220,1,0.23973726685175004,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,0.30115647979580235,0,2
1500,0,-0.4116366280222334,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,0
2100,0,-0.8496294194030153,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,4,4
2018,0,-0.7934764974311201,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
2570,1,-0.26563903089530605,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.16056440164160798,0,1
8790,0,-1.242699873206281,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
2018,0,-0.4228672124166124,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
8400,0,-0.9282435101636685,0.0,0,0.09715471479666071,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
2180,1,0.8237276553594594,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.08941640064964748,0,4
1000,1,-0.49025071878288656,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.2709920281812133,0,1
9160,0,,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,4
1060,0,-0.8496294194030153,0.0,0,0.36640380031023895,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,0,1
5660,1,-1.1079328604737329,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.2746976532328779,4,1
9100,1,-0.3217919528672012,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.20651415228224915,1,1
2600,0,-0.2881001996840641,0.0,0,0.5818030687211015,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
2400,1,,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,0,0
8600,1,0.2621984356405081,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,5.828466806858733,1,1
2580,1,1.2841816155289993,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,0.24038422894850273,0,1
9000,0,-1.0517799385018378,0.0,0,-0.17209437071691755,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
1000,0,1.228028693557104,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,1,-0.29841365356353144,1,0
8420,0,-0.7373235754592251,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
2300,1,-0.5239424719660236,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.15537652656927753,4,1
7000,0,-0.9394740945580475,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
2830,1,-0.029796758613346543,0.0,0,0.5279532516183859,-0.0390834725465567,0.8114521550167951,0,-0.10053327580464132,0,4
8800,0,-0.18702494013465287,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
9830,0,-0.3779448748390963,0.0,0,0.15100453189937635,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,0
9200,1,0.9809558368807656,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,1,-0.024197399740350366,0,1
1070,0,-0.703631822276088,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
1830,1,0.5766547986831208,0.0,0,1.1741510568509737,0.21177248701068524,-1.2880571905305216,0,0.04176272617927968,0,4
2270,1,1.9243249260086037,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,0.9466763637957774,0,1
2627,0,-0.8945517569805315,0.0,0,0.5279532516183859,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,1,0
4560,1,-0.09718026497962069,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,0.2596534792171587,0,1
9052,0,-0.5688648095435397,0.0,0,0.204854349002092,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,1,1
8600,0,-0.7373235754592251,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
9800,0,-0.9282435101636685,0.0,0,0.3125539832075233,-0.20286546267070638,1.5112886035325672,0,-0.29841365356353144,1,0
6680,1,-0.6699400690929509,0.0,0,-0.4413434562304958,9.769177227166761,1.5112886035325672,0,3.266397646137823,2,2
1800,0,-0.8496294194030153,0.0,0,0.5279532516183859,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
8630,0,-0.8383988350086363,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
2960,1,1.0034170056695237,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,0.4501226068727196,0,0
2060,1,0.026356163358548578,0.0,0,-0.06439473651148624,-0.16140166770256723,0.1116157065010229,0,-0.29841365356353144,0,0
2600,0,-0.7373235754592251,0.0,0,-0.27979400492234885,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
9850,1,,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.09460427572197794,0,0
8560,1,0.060047916541685654,0.0,0,-0.4413434562304958,0.1288448970744069,0.1116157065010229,0,-0.07533502545332198,0,1
2930,1,-0.2881001996840641,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.18353927696192857,0,1
2060,0,-0.9619352633468056,0.0,0,0.09715471479666071,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,5,0
9190,1,,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,1.1749428669783173,0,1
4030,1,-0.4340977968109914,0.0,0,1.4972499594672677,-0.061888559779033236,0.1116157065010229,0,-0.17612802685859935,0,1
9000,0,-0.25440844650092703,0.0,0,1.604949593672699,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,1,0
9000,0,-1.186546951234386,0.0,0,-0.17209437071691755,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,4,4
2550,0,1.0034170056695237,0.0,0,1.0126016055428269,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
4020,0,-0.726092991064846,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,2
8953,1,0.037586747752927606,0.0,0,0.4741034345156703,-0.20286546267070638,0.8114521550167951,0,0.009153225724631118,0,1
1000,0,-0.49025071878288656,0.0,0,0.09715471479666071,-0.20286546267070638,1.5112886035325672,0,-0.29841365356353144,1,0
3390,1,0.4643489547393305,0.0,0,-0.4413434562304958,0.7342163036092386,1.5112886035325672,0,0.14033235255355828,0,1
9450,1,0.644038305049395,0.0,0,-0.4413434562304958,1.7252010033477645,0.1116157065010229,0,0.6153934841769612,0,4
4000,1,1.16064518719083,0.0,0,-0.4413434562304958,-0.04737623154018453,0.8114521550167951,0,-0.1575999016002763,0,1
7812,1,0.677730058232532,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,0.1610838528428801,0,1
2830,0,2.238781289051216,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
2140,0,-0.9282435101636685,0.0,0,-0.3336438220250645,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,4,4
8370,0,-0.8833211725861524,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
9690,1,2.238781289051216,0.0,1,1.7126492278781302,1.2483673612141641,1.5112886035325672,0,0.7806643614812029,1,1
9260,1,0.23973726685175004,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,1.017083239777405,0,1
8800,0,-0.5239424719660236,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,1
6010,1,0.19481492927423394,0.0,0,-0.4413434562304958,0.7508018215964943,1.5112886035325672,0,0.124027602326234,4,2
2570,1,1.5087933034165797,0.0,1,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,4.832394792971287,0,1
2820,1,2.3847788861781436,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,1.5128958716901295,0,1
2050,0,-0.09718026497962069,0.0,0,0.5279532516183859,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,4,1
2800,0,-0.6474789003041929,0.0,0,0.4202536174129546,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,0,1
9961,1,-0.01856617421896752,0.0,1,0.6895027029265328,-0.20286546267070638,0.8114521550167951,0,-0.2028085272305845,4,2
6031,1,-0.17579435574027386,0.0,0,-0.4413434562304958,-0.09920597525035849,0.1116157065010229,0,-0.2020674022202516,4,1
2200,1,0.19481492927423394,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,2,2
2170,1,0.2621984356405081,0.0,0,-0.4413434562304958,-0.13652339072168374,0.1116157065010229,0,-0.198361777168587,0,1
1180,0,1.6772520693322652,0.0,0,1.1203012397482581,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,1,1
1460,1,0.2621984356405081,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.09460427572197794,0,1
9150,1,0.20604551366861296,0.0,0,2.2511473989052866,0.21177248701068524,0.1116157065010229,1,-0.07385277543265613,1,0
1210,0,-1.0068576009243217,0.0,0,-0.4413434562304958,-0.20286546267070638,0.1116157065010229,0,-0.29841365356353144,4,4
8660,0,-0.5576342251491607,0.0,0,1.7126492278781302,-0.20286546267070638,-1.2880571905305216,0,-0.29841365356353144,0,0
9280,1,0.7900359021763222,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,0.14626135263622167,0,1
3051,0,-0.6137871471210558,0.0,0,-0.4413434562304958,-0.20286546267070638,0.8114521550167951,0,-0.29841365356353144,0,0
8750,1,0.22850668245737102,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,0.46865073213104264,0,2
9200,1,,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,0.12476872733656692,0,1
5300,1,-0.11964143376837874,0.0,0,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,0.20703360348352123,0,4
4287,1,-0.05225792740210459,0.0,1,-0.4413434562304958,-0.20286546267070638,1.5112886035325672,0,-0.10942677592863638,0,1
1460,1,-0.3891754592334753,0.0,0,0.3125539832075233,-0.20286546267070638,0.1116157065010229,0,-0.09534540073231086,2,2
1970,1,1.3740262906840315,0.0,0,0.9049019713373955,0.3361638719151027,0.8114521550167951,0,-0.036796524916010036,4,1
1745,1,0.1723537604854759,0.0,0,-0.4413434562304958,-0.20286546267070638,-1.2880571905305216,0,0.09808822696458173,1,1
