link,property_id,locality_name,postal_code,price,type_of_property,subtype_of_property,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building,type_of_sale,price_per_sqm
https://www.immoweb.be/en/classified/house/for-sale/paturages/7340/20384325,20384325,PATURAGES,7340,135000,HOUSE,HOUSE,128.0,0.0,0,0.0,0.0,2.0,0,120.0,UNKNOWN,UNKNOWN,FOR_SALE,1054.6875
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/11125329,11125329,Nieuwpoort,8620,499000,APARTMENT,APARTMENT,76.0,1.0,0,0.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,6565.789473684211
https://www.immoweb.be/en/classified/house/for-sale/mol/2400/20379680,20379680,Mol,2400,520000,HOUSE,HOUSE,300.0,0.0,0,0.0,1400.0,3.0,0,1600.0,UNKNOWN,UNKNOWN,FOR_SALE,1733.3333333333333
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20260335,20260335,Saint-Gilles,1060,595000,APARTMENT,APARTMENT,155.0,0.0,0,0.0,0.0,3.0,0,0.0,HYPER_EQUIPPED,JUST_RENOVATED,FOR_SALE,3838.7096774193546
https://www.immoweb.be/en/classified/apartment/for-sale/saint-georges-sur-meuse/4470/20282955,20282955,Saint-Georges-sur-Meuse,4470,418000,APARTMENT,APARTMENT,133.0,0.0,0,16.0,0.0,4.0,0,0.0,INSTALLED,UNKNOWN,FOR_SALE,3142.8571428571427
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20021764,20021764,Erpe-Mere,9420,575226,HOUSE,HOUSE,209.0,0.0,0,0.0,0.0,0.0,0,305.0,HYPER_EQUIPPED,GOOD,FOR_SALE,2752.2775119617227
https://www.immoweb.be/en/classified/apartment/for-sale/la%20calamine/4728/20388816,20388816,La Calamine,4728,174000,APARTMENT,APARTMENT,95.0,0.0,0,1.0,400.0,0.0,0,0.0,INSTALLED,GOOD,FOR_SALE,1831.578947368421
https://www.immoweb.be/en/classified/house/for-sale/sint-katelijne-waver/2860/20369975,20369975,Sint-Katelijne-Waver,2860,238000,HOUSE,HOUSE,137.0,0.0,0,0.0,43.0,2.0,0,125.0,UNKNOWN,TO_RENOVATE,FOR_SALE,1737.2262773722628
https://www.immoweb.be/en/classified/apartment/for-sale/wevelgem/8560/20381242,20381242,Wevelgem,8560,340000,APARTMENT,APARTMENT,152.0,0.0,0,14.0,0.0,0.0,0,0.0,UNKNOWN,AS_NEW,FOR_SALE,2236.842105263158
https://www.immoweb.be/en/classified/house/for-sale/engis/4480/20334846,20334846,Engis,4480,130000,HOUSE,HOUSE,161.0,0.0,0,19.0,32.0,2.0,0,158.0,NOT_INSTALLED,TO_RENOVATE,FOR_SALE,807.4534161490683
https://www.immoweb.be/en/classified/house/for-sale/li%C3%88ge/4032/20368552,20368552,LIÈGE,4032,279000,HOUSE,HOUSE,290.0,0.0,0,36.0,180.0,2.0,0,318.0,INSTALLED,GOOD,FOR_SALE,962.0689655172414
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20386418,20386418,Bruxelles,1000,215000,APARTMENT,APARTMENT,45.0,1.0,0,6.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,4777.777777777777
https://www.immoweb.be/en/classified/house/for-sale/sijsele/8340/20340100,20340100,Sijsele,8340,349000,HOUSE,HOUSE,126.0,0.0,0,0.0,0.0,0.0,0,686.0,INSTALLED,TO_RENOVATE,FOR_SALE,2769.84126984127
https://www.immoweb.be/en/classified/apartment/for-sale/genk/3600/20344738,20344738,GENK,3600,209900,APARTMENT,APARTMENT,91.0,0.0,0,0.0,0.0,2.0,0,0.0,UNKNOWN,GOOD,FOR_SALE,2306.5934065934066
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20348185,20348185,Roeselare,8800,373000,HOUSE,HOUSE,138.0,0.0,0,0.0,0.0,0.0,0,277.0,INSTALLED,GOOD,FOR_SALE,2702.8985507246375
https://www.immoweb.be/en/classified/house/for-sale/seraing%20jemeppesur-meuse/4101/20373425,20373425,Seraing Jemeppesur-Meuse,4101,135000,HOUSE,HOUSE,85.0,0.0,0,10.0,0.0,3.0,0,0.0,UNKNOWN,JUST_RENOVATED,FOR_SALE,1588.235294117647
https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20376683,20376683,DEINZE,9800,440000,HOUSE,HOUSE,185.0,0.0,0,0.0,0.0,3.0,0,242.0,INSTALLED,GOOD,FOR_SALE,2378.3783783783783
https://www.immoweb.be/en/classified/house/for-sale/jodoigne/1370/20387160,20387160,JODOIGNE,1370,149000,HOUSE,HOUSE,92.0,0.0,0,0.0,0.0,2.0,0,213.0,UNKNOWN,TO_RENOVATE,FOR_SALE,1619.5652173913043
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20344806,20344806,Schaerbeek,1030,675000,APARTMENT,APARTMENT,167.0,0.0,0,37.0,90.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,4041.916167664671
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20359894,20359894,Anderlecht,1070,320000,APARTMENT,APARTMENT,107.0,0.0,0,20.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,2990.654205607477
https://www.immoweb.be/en/classified/house/for-sale/liege/4032/20368552,20368552,LIÈGE,4032,279000,HOUSE,HOUSE,290.0,0.0,0,36.0,180.0,2.0,0,318.0,INSTALLED,GOOD,FOR_SALE,962.0689655172414
https://www.immoweb.be/en/classified/house/for-sale/tournai/7500/20376694,20376694,Tournai,7500,125000,HOUSE,HOUSE,130.0,0.0,0,0.0,150.0,2.0,0,250.0,UNKNOWN,TO_BE_DONE_UP,FOR_SALE,961.5384615384615
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20240188,20240188,Zottegem,9620,249000,HOUSE,HOUSE,212.0,0.0,0,0.0,0.0,2.0,0,310.0,UNKNOWN,TO_RENOVATE,FOR_SALE,1174.5283018867924
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/20373032,20373032,Sint-Niklaas,9100,215000,HOUSE,HOUSE,128.0,0.0,0,0.0,0.0,2.0,0,60.0,UNKNOWN,AS_NEW,FOR_SALE,1679.6875
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20038356,20038356,Brussel,1000,450000,APARTMENT,APARTMENT,116.0,0.0,0,0.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3879.310344827586
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20344101,20344101,Liège,4000,170000,HOUSE,HOUSE,65.0,0.0,0,40.0,0.0,3.0,0,140.0,INSTALLED,GOOD,FOR_SALE,2615.3846153846152
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20326817,20326817,Ixelles,1050,228000,APARTMENT,APARTMENT,55.0,0.0,0,0.0,0.0,3.0,0,0.0,INSTALLED,AS_NEW,FOR_SALE,4145.454545454545
https://www.immoweb.be/en/classified/apartment/for-sale/schoten/2900/20384152,20384152,SCHOTEN,2900,159000,APARTMENT,APARTMENT,56.0,0.0,0,0.0,0.0,2.0,0,0.0,INSTALLED,GOOD,FOR_SALE,2839.285714285714
https://www.immoweb.be/en/classified/house/for-sale/gent-wondelgem/9032/20353009,20353009,Gent Wondelgem,9032,535000,HOUSE,HOUSE,164.0,0.0,0,0.0,400.0,3.0,0,632.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3262.1951219512193
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/11344052,11344052,Nieuwpoort,8620,199000,APARTMENT,APARTMENT,51.0,0.0,0,0.0,0.0,0.0,0,0.0,UNKNOWN,JUST_RENOVATED,FOR_SALE,3901.9607843137255
https://www.immoweb.be/en/classified/house/for-sale/fl%C3%89nu/7012/20378652,20378652,FLÉNU,7012,165000,HOUSE,HOUSE,129.0,0.0,0,0.0,0.0,2.0,0,190.0,UNKNOWN,TO_BE_DONE_UP,FOR_SALE,1279.0697674418604
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20381771,20381771,Blankenberge,8370,375000,APARTMENT,APARTMENT,100.0,0.0,0,12.0,0.0,2.0,0,0.0,INSTALLED,AS_NEW,FOR_SALE,3750.0
https://www.immoweb.be/en/classified/house/for-sale/hastiere/5541/20331746,20331746,Hastière,5541,299000,HOUSE,HOUSE,146.0,0.0,0,0.0,3278.0,4.0,0,3278.0,INSTALLED,AS_NEW,FOR_SALE,2047.945205479452
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1190/20388611,20388611,Bruxelles,1190,229000,APARTMENT,APARTMENT,55.0,0.0,0,16.0,0.0,2.0,0,0.0,INSTALLED,TO_BE_DONE_UP,FOR_SALE,4163.636363636364
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20237612,20237612,BERCHEM,2600,240000,APARTMENT,APARTMENT,90.0,0.0,0,17.0,0.0,0.0,0,0.0,INSTALLED,GOOD,FOR_SALE,2666.6666666666665
https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/20201481,20201481,Denderleeuw,9470,493262,HOUSE,HOUSE,186.0,0.0,0,0.0,0.0,0.0,0,220.0,HYPER_EQUIPPED,GOOD,FOR_SALE,2651.94623655914
https://www.immoweb.be/en/classified/apartment/for-sale/opwijk/1745/20379129,20379129,Opwijk,1745,410000,APARTMENT,APARTMENT,117.0,0.0,0,24.0,0.0,2.0,0,0.0,UNKNOWN,UNKNOWN,FOR_SALE,3504.2735042735044
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2060/20358577,20358577,Antwerpen,2060,215000,HOUSE,HOUSE,158.0,0.0,0,0.0,0.0,2.0,0,58.0,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE,1360.759493670886
https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/20368355,20368355,Mouscron,7700,259000,HOUSE,HOUSE,289.0,0.0,0,0.0,0.0,2.0,0,216.0,UNKNOWN,AS_NEW,FOR_SALE,896.1937716262976
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20386635,20386635,ANTWERPEN,2060,219000,APARTMENT,APARTMENT,59.0,0.0,0,0.0,28.0,2.0,0,0.0,SEMI_EQUIPPED,GOOD,FOR_SALE,3711.864406779661
https://www.immoweb.be/en/classified/apartment/for-sale/namur/5004/20386480,20386480,Namur,5004,200000,APARTMENT,APARTMENT,56.0,0.0,0,6.0,0.0,2.0,0,0.0,UNKNOWN,UNKNOWN,FOR_SALE,3571.4285714285716
https://www.immoweb.be/en/classified/house/for-sale/zele/9240/20375588,20375588,Zele,9240,498500,HOUSE,HOUSE,250.0,0.0,0,0.0,65.0,2.0,1,189.0,UNKNOWN,AS_NEW,FOR_SALE,1994.0
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20366133,20366133,Aalst,9300,195000,APARTMENT,APARTMENT,75.0,0.0,0,0.0,0.0,2.0,0,0.0,INSTALLED,GOOD,FOR_SALE,2600.0
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20379656,20379656,Oostende,8400,420000,HOUSE,HOUSE,141.0,0.0,0,0.0,0.0,0.0,0,226.0,UNKNOWN,GOOD,FOR_SALE,2978.723404255319
https://www.immoweb.be/en/classified/house/for-sale/beerse/2340/20357770,20357770,BEERSE,2340,415000,HOUSE,HOUSE,158.0,0.0,0,0.0,0.0,4.0,0,975.0,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE,2626.5822784810125
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20163135,20163135,Zottegem,9620,566352,HOUSE,HOUSE,186.0,0.0,0,0.0,0.0,0.0,0,584.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3044.9032258064517
https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20380459,20380459,TURNHOUT,2300,175000,APARTMENT,APARTMENT,90.0,0.0,0,2.0,0.0,3.0,0,0.0,SEMI_EQUIPPED,GOOD,FOR_SALE,1944.4444444444443
https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/20375856,20375856,Torhout,8820,179000,HOUSE,HOUSE,105.0,0.0,1,0.0,0.0,0.0,0,38.0,UNKNOWN,GOOD,FOR_SALE,1704.7619047619048
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20380871,20380871,Anderlecht,1070,367000,APARTMENT,APARTMENT,99.0,0.0,0,20.0,0.0,0.0,0,0.0,UNKNOWN,GOOD,FOR_SALE,3707.070707070707
https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20021771,20021771,Lede,9340,743004,HOUSE,HOUSE,213.0,0.0,0,0.0,0.0,0.0,0,1140.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3488.281690140845
https://www.immoweb.be/en/classified/house/for-sale/terhagen/2840/20275949,20275949,TERHAGEN,2840,325000,HOUSE,HOUSE,164.0,0.0,0,21.0,63.0,2.0,0,165.0,INSTALLED,GOOD,FOR_SALE,1981.7073170731708
https://www.immoweb.be/en/classified/house/for-sale/wechelderzande/2275/20359159,20359159,WECHELDERZANDE,2275,499000,HOUSE,HOUSE,202.0,0.0,0,0.0,0.0,3.0,0,325.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,2470.29702970297
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20368057,20368057,GANSHOREN,1083,210000,APARTMENT,APARTMENT,80.0,0.0,0,8.0,0.0,0.0,0,0.0,UNKNOWN,TO_BE_DONE_UP,FOR_SALE,2625.0
https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/20385396,20385396,Saint-Josse-ten-Noode,1210,419000,HOUSE,HOUSE,251.0,0.0,0,5.0,0.0,0.0,0,0.0,UNKNOWN,TO_RENOVATE,FOR_SALE,1669.3227091633466
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20201950,20201950,Gent,9000,270000,HOUSE,HOUSE,117.0,0.0,0,0.0,0.0,2.0,0,42.0,INSTALLED,GOOD,FOR_SALE,2307.6923076923076
https://www.immoweb.be/en/classified/apartment/for-sale/sint-genesius-rode/1640/20322077,20322077,SINT-GENESIUS-RODE,1640,285000,APARTMENT,APARTMENT,79.0,0.0,1,0.0,0.0,4.0,0,0.0,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE,3607.5949367088606
https://www.immoweb.be/en/classified/apartment/for-sale/muizen/2812/20265428,20265428,MUIZEN,2812,272000,APARTMENT,APARTMENT,211.0,0.0,0,0.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,GOOD,FOR_SALE,1289.0995260663508
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20282777,20282777,Izegem,8870,360000,HOUSE,HOUSE,202.0,0.0,0,0.0,0.0,0.0,0,706.0,UNKNOWN,TO_BE_DONE_UP,FOR_SALE,1782.1782178217823
https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20186616,20186616,Grâce-Hollogne,4460,169000,HOUSE,HOUSE,110.0,0.0,0,25.0,178.0,3.0,0,290.0,INSTALLED,TO_RENOVATE,FOR_SALE,1536.3636363636363
https://www.immoweb.be/en/classified/house/for-sale/knesselare/9910/20265160,20265160,Knesselare,9910,315000,HOUSE,HOUSE,247.0,0.0,0,0.0,0.0,4.0,0,545.0,UNKNOWN,GOOD,FOR_SALE,1275.3036437246963
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/20383777,20383777,DEERLIJK,8540,230000,APARTMENT,APARTMENT,102.0,0.0,0,29.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,UNKNOWN,FOR_SALE,2254.901960784314
https://www.immoweb.be/en/classified/house/for-sale/remicourt/4350/20227017,20227017,Remicourt,4350,210000,HOUSE,HOUSE,135.0,0.0,0,0.0,730.0,2.0,0,865.0,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE,1555.5555555555557
https://www.immoweb.be/en/classified/house/for-sale/mol/2400/20389172,20389172,Mol,2400,289000,HOUSE,HOUSE,203.0,0.0,0,0.0,0.0,4.0,0,905.0,UNKNOWN,UNKNOWN,FOR_SALE,1423.6453201970444
https://www.immoweb.be/en/classified/house/for-sale/aarsele/8700/20388927,20388927,Aarsele,8700,179000,HOUSE,HOUSE,207.0,0.0,0,0.0,0.0,3.0,0,140.0,UNKNOWN,UNKNOWN,FOR_SALE,864.7342995169082
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20368194,20368194,SINT-TRUIDEN,3800,239000,HOUSE,HOUSE,116.0,0.0,0,0.0,0.0,4.0,0,436.0,INSTALLED,UNKNOWN,FOR_SALE,2060.344827586207
https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4020/20123546,20123546,Liège,4020,75000,APARTMENT,APARTMENT,47.0,0.0,0,0.0,0.0,2.0,0,0.0,NOT_INSTALLED,TO_RENOVATE,FOR_SALE,1595.7446808510638
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20384567,20384567,Oostende,8400,289000,APARTMENT,APARTMENT,83.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,UNKNOWN,FOR_SALE,3481.9277108433735
https://www.immoweb.be/en/classified/house/for-sale/ougr%C3%89e/4102/20229651,20229651,OUGRÉE,4102,190000,HOUSE,HOUSE,145.0,0.0,0,0.0,0.0,0.0,0,440.0,INSTALLED,UNKNOWN,FOR_SALE,1310.344827586207
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20381261,20381261,ANTWERPEN,2000,349000,APARTMENT,APARTMENT,106.0,0.0,0,1.0,0.0,2.0,0,0.0,UNKNOWN,UNKNOWN,FOR_SALE,3292.4528301886794
https://www.immoweb.be/en/classified/house/for-sale/hemiksem/2620/20381946,20381946,HEMIKSEM,2620,397000,HOUSE,HOUSE,213.0,0.0,0,0.0,0.0,0.0,0,128.0,INSTALLED,AS_NEW,FOR_SALE,1863.849765258216
https://www.immoweb.be/en/classified/house/for-sale/hamme/9220/20363534,20363534,HAMME,9220,220000,HOUSE,HOUSE,175.0,0.0,0,0.0,0.0,2.0,0,394.0,UNKNOWN,TO_BE_DONE_UP,FOR_SALE,1257.142857142857
https://www.immoweb.be/en/classified/house/for-sale/hoevenen/2940/20370465,20370465,HOEVENEN,2940,329000,HOUSE,HOUSE,137.0,0.0,0,0.0,150.0,2.0,0,0.0,INSTALLED,JUST_RENOVATED,FOR_SALE,2401.4598540145985
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20368551,20368551,FLÉMALLE,4400,289000,HOUSE,HOUSE,70.0,0.0,0,0.0,100.0,4.0,0,340.0,INSTALLED,JUST_RENOVATED,FOR_SALE,4128.571428571428
https://www.immoweb.be/en/classified/house/for-sale/wachtebeke/9185/20379165,20379165,Wachtebeke,9185,225000,HOUSE,HOUSE,132.0,0.0,0,0.0,0.0,0.0,0,133.0,INSTALLED,TO_RENOVATE,FOR_SALE,1704.5454545454545
https://www.immoweb.be/en/classified/house/for-sale/sint-jans-molenbeek/1080/20371585,20371585,Sint-Jans-Molenbeek,1080,585000,HOUSE,HOUSE,217.0,0.0,0,0.0,0.0,2.0,0,275.0,INSTALLED,TO_BE_DONE_UP,FOR_SALE,2695.852534562212
https://www.immoweb.be/en/classified/house/for-sale/beveren/9120/20344434,20344434,Beveren,9120,249000,HOUSE,HOUSE,108.0,0.0,0,0.0,42.0,3.0,0,134.0,UNKNOWN,TO_RENOVATE,FOR_SALE,2305.5555555555557
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20379464,20379464,Bruxelles,1000,695000,APARTMENT,APARTMENT,150.0,0.0,0,0.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,4633.333333333333
https://www.immoweb.be/en/classified/house/for-sale/marchin-vyleet-tharoul/4570/20382538,20382538,Marchin Vyleet-Tharoul,4570,195000,HOUSE,HOUSE,130.0,0.0,0,0.0,0.0,3.0,0,985.0,INSTALLED,TO_RENOVATE,FOR_SALE,1500.0
https://www.immoweb.be/en/classified/house/for-sale/herenthout/2270/20359188,20359188,HERENTHOUT,2270,369000,HOUSE,HOUSE,141.0,0.0,0,0.0,0.0,3.0,0,656.0,INSTALLED,GOOD,FOR_SALE,2617.021276595745
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20374278,20374278,Gent,9000,211000,HOUSE,HOUSE,92.0,0.0,0,0.0,0.0,0.0,0,55.0,NOT_INSTALLED,UNKNOWN,FOR_SALE,2293.478260869565
https://www.immoweb.be/en/classified/apartment/for-sale/brakel/9660/11303271,11303271,Brakel,9660,147500,APARTMENT,APARTMENT,73.0,0.0,0,0.0,0.0,0.0,0,0.0,UNKNOWN,TO_BE_DONE_UP,FOR_SALE,2020.5479452054794
https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/20296874,20296874,WILLEBROEK,2830,185000,APARTMENT,APARTMENT,70.0,0.0,0,2.0,0.0,0.0,0,0.0,SEMI_EQUIPPED,GOOD,FOR_SALE,2642.8571428571427
https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/20021765,20021765,Erembodegem,9320,546304,HOUSE,HOUSE,184.0,0.0,0,0.0,0.0,0.0,0,870.0,HYPER_EQUIPPED,GOOD,FOR_SALE,2969.0434782608695
https://www.immoweb.be/en/classified/house/for-sale/kluisbergen/9690/20379749,20379749,kluisbergen,9690,415000,HOUSE,HOUSE,227.0,0.0,0,0.0,0.0,0.0,0,927.0,SEMI_EQUIPPED,GOOD,FOR_SALE,1828.1938325991189
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20373812,20373812,Wetteren,9230,447000,HOUSE,HOUSE,158.0,0.0,0,12.0,51.0,3.0,0,221.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,2829.1139240506327
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20366851,20366851,Gent,9000,480000,APARTMENT,APARTMENT,107.0,0.0,0,14.0,0.0,0.0,0,0.0,UNKNOWN,GOOD,FOR_SALE,4485.981308411215
https://www.immoweb.be/en/classified/house/for-sale/sint-amandsberg/9040/20367843,20367843,Sint-Amandsberg,9040,309000,HOUSE,HOUSE,161.0,0.0,0,0.0,0.0,2.0,0,118.0,UNKNOWN,TO_RENOVATE,FOR_SALE,1919.254658385093
https://www.immoweb.be/en/classified/house/for-sale/wichelen/9260/20189627,20189627,WICHELEN,9260,469000,HOUSE,HOUSE,182.0,0.0,0,0.0,0.0,4.0,0,1550.0,UNKNOWN,TO_BE_DONE_UP,FOR_SALE,2576.923076923077
https://www.immoweb.be/en/classified/house/for-sale/deerlijk/8540/20386383,20386383,Deerlijk,8540,389000,HOUSE,HOUSE,180.0,0.0,0,0.0,170.0,4.0,0,460.0,INSTALLED,GOOD,FOR_SALE,2161.1111111111113
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20337909,20337909,Halle,1500,295000,APARTMENT,APARTMENT,100.0,0.0,0,7.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,UNKNOWN,FOR_SALE,2950.0
https://www.immoweb.be/en/classified/house/for-sale/la%20louvi%C3%A8re%20haine-saint-paul/7100/11491310,11491310,La Louvière Haine-Saint-Paul,7100,205000,HOUSE,HOUSE,216.0,0.0,0,0.0,0.0,3.0,0,0.0,UNKNOWN,AS_NEW,FOR_SALE,949.074074074074
https://www.immoweb.be/en/classified/house/for-sale/machelen%20%289870%29/9870/20021828,20021828,Machelen (9870),9870,621940,HOUSE,HOUSE,184.0,0.0,0,0.0,0.0,0.0,0,934.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3380.108695652174
https://www.immoweb.be/en/classified/house/for-sale/lendelede/8860/20386250,20386250,Lendelede,8860,320000,HOUSE,HOUSE,268.0,0.0,0,0.0,0.0,4.0,0,1116.0,UNKNOWN,TO_RENOVATE,FOR_SALE,1194.0298507462687
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20365261,20365261,Oostende,8400,235000,HOUSE,HOUSE,234.0,0.0,0,0.0,0.0,0.0,0,154.0,NOT_INSTALLED,TO_RENOVATE,FOR_SALE,1004.2735042735043
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20374456,20374456,Kortrijk,8500,385000,HOUSE,HOUSE,109.0,0.0,0,0.0,0.0,3.0,0,109.0,UNKNOWN,UNKNOWN,FOR_SALE,3532.1100917431195
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20190602,20190602,Melle,9090,626902,HOUSE,HOUSE,170.0,0.0,0,0.0,0.0,0.0,0,671.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3687.6588235294116
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20346316,20346316,Kortrijk,8500,245000,HOUSE,HOUSE,140.0,0.0,0,0.0,38.0,0.0,0,174.0,INSTALLED,TO_RENOVATE,FOR_SALE,1750.0
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20367502,20367502,Brugge,8000,499000,HOUSE,HOUSE,281.0,0.0,0,0.0,0.0,0.0,0,126.0,UNKNOWN,UNKNOWN,FOR_SALE,1775.8007117437724
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20388692,20388692,Forest,1190,429000,APARTMENT,APARTMENT,150.0,0.0,0,35.0,0.0,2.0,0,0.0,NOT_INSTALLED,TO_RENOVATE,FOR_SALE,2860.0
https://www.immoweb.be/en/classified/apartment/for-sale/montegnee/4420/20123104,20123104,MONTEGNÉE,4420,179627,APARTMENT,APARTMENT,65.0,0.0,0,14.0,0.0,2.0,0,0.0,INSTALLED,AS_NEW,FOR_SALE,2763.492307692308
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20377210,20377210,Diepenbeek,3590,465000,HOUSE,HOUSE,257.0,0.0,0,0.0,0.0,0.0,0,1683.0,INSTALLED,JUST_RENOVATED,FOR_SALE,1809.3385214007783
https://www.immoweb.be/en/classified/house/for-sale/jauche/1350/20166450,20166450,Jauche,1350,260000,HOUSE,HOUSE,138.0,0.0,0,25.0,215.0,3.0,0,350.0,SEMI_EQUIPPED,GOOD,FOR_SALE,1884.0579710144928
https://www.immoweb.be/en/classified/apartment/for-sale/sint-truiden/3800/20390410,20390410,SINT-TRUIDEN,3800,175000,APARTMENT,APARTMENT,67.0,0.0,0,0.0,0.0,0.0,0,0.0,SEMI_EQUIPPED,GOOD,FOR_SALE,2611.9402985074626
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20382539,20382539,Anderlecht,1070,189000,APARTMENT,APARTMENT,70.0,0.0,0,10.0,0.0,4.0,0,0.0,INSTALLED,UNKNOWN,FOR_SALE,2700.0
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/11428297,11428297,Liège,4020,279000,HOUSE,HOUSE,168.0,0.0,0,34.0,217.0,2.0,0,357.0,INSTALLED,GOOD,FOR_SALE,1660.7142857142858
https://www.immoweb.be/en/classified/apartment/for-sale/ciney/5590/20390188,20390188,Ciney,5590,175000,APARTMENT,APARTMENT,113.0,0.0,0,0.0,0.0,2.0,0,0.0,INSTALLED,GOOD,FOR_SALE,1548.6725663716813
https://www.immoweb.be/en/classified/apartment/for-sale/de%20panne/8660/20382094,20382094,De Panne,8660,210000,APARTMENT,APARTMENT,52.0,1.0,0,0.0,0.0,0.0,0,0.0,INSTALLED,TO_RENOVATE,FOR_SALE,4038.4615384615386
https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/20375669,20375669,Lier,2500,398500,APARTMENT,APARTMENT,88.0,0.0,0,6.0,0.0,0.0,0,0.0,INSTALLED,GOOD,FOR_SALE,4528.409090909091
