link,property_id,locality_name,postal_code,latitude,longitude,price,type_of_property,subtype_of_property,construction_year,living_area,bedrooms,nr_bathrooms,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building,type_of_sale
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20284375,20284375,Woluwe-Saint-Pierre,1150,50.8336717,4.431430199999999,580000,APARTMENT,APARTMENT,1974,160.0,3,2.0,0.0,0,,null,3.0,0,null,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/moregem/9790/10983250,10983250,MOREGEM,9790,50.8559439,3.5502807,699000,HOUSE,HOUSE,1969,386.0,4,1.0,,1,null,null,4.0,0,1286,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20317017,20317017,Ixelles,1050,50.8122014,4.3867777,495000,APARTMENT,APARTMENT,1977,136.0,3,2.0,,0,6,null,2.0,0,null,USA_INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/ardooie/8850/20345548,20345548,Ardooie,8850,50.9763817,3.1903173,275000,HOUSE,HOUSE,2022,100.0,2,1.0,,0,,null,,0,100,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20382338,20382338,ETTERBEEK,1040,50.8334061,4.4002199,195000,APARTMENT,APARTMENT,1933,48.0,1,0.0,0.0,0,null,null,2.0,0,null,NOT_INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/h%C3%89l%C3%89cine/1357/20402418,20402418,HÉLÉCINE,1357,50.7637011,4.9918004,290000,APARTMENT,APARTMENT,,140.0,3,1.0,,0,,null,2.0,0,null,SEMI_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/hove/2540/11170956,11170956,HOVE,2540,51.15352720000001,4.4704805,249000,APARTMENT,APARTMENT,1973,99.0,2,1.0,,0,,null,2.0,0,null,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20404093,20404093,Westende,8434,51.1704821,2.7767409,149000,APARTMENT,APARTMENT,1972,55.0,2,1.0,1.0,0,,null,,0,null,null,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/liedekerke/1770/20401530,20401530,LIEDEKERKE,1770,50.8684455,4.0789724,462000,APARTMENT,APARTMENT,2023,142.0,3,2.0,,0,11,49,4.0,0,null,HYPER_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10640957,10640957,Knokke-Heist,8300,51.3485124,3.2771335,1375000,APARTMENT,APARTMENT,1995,84.0,3,2.0,0.0,0,,null,,0,null,INSTALLED,JUST_RENOVATED,FOR_SALE
