postal_code,type_of_property,construction_year,living_area,bedrooms,nr_bathrooms,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building
6511,1,0.0,0.07865168539325842,0.0,0.19844324694209226,0,0,-6.094295692665891,8.61314695882129,0.41023783653265733,0,1.4734893439897687,4,1
8000,1,-1.5270015913840858,-0.33707865168539325,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.3615483416114078,2,2
8430,0,0.0,-1.0674157303370786,-2.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0
9000,0,1.783343236202121,-0.4157303370786517,0.0,1.0,0,0,0.8524711609694149,0.0,0.0,0,0.0,1,1
3500,1,-3.0442429706944307,-0.1797752808988764,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.4562989414819836,2,2
8370,0,0.9557570293055694,-0.5617977528089888,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,4
3140,0,0.0,-0.550561797752809,0.0,1.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
8490,1,0.0,,-1.0,-1.0,0,0,0.0,0.0,0.0,0,-0.3566932956155642,0,2
1600,1,0.0,0.30337078651685395,0.0,0.0,0,0,0.0,-346.3868530411787,-0.5897621634673427,0,-1.2667977417408318,0,1
4400,1,0.0,0.449438202247191,2.0,1.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.748031051609809,4,4
3200,1,-1.2511395224185686,0.4157303370786517,0.0,0.0,0,0,0.0,0.0,0.0,0,0.8875316868954183,0,2
8570,0,0.990239787926259,-0.8202247191011236,-2.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
8870,1,-1.5614843500047755,0.14606741573033707,0.0,0.19844324694209226,0,0,0.0,0.0,-0.5897621634673427,0,-1.2667977417408318,0,0
2020,1,0.0,1.2808988764044944,0.0,1.0,0,0,0.0,-403.3868530411787,-0.5897621634673427,0,-1.4338580099336893,0,1
8370,0,-2.5614843500047755,-0.9438202247191011,-1.0,0.0,1,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
2020,1,-1.4925188327633963,0.4157303370786517,1.0,0.0,0,0,0.0,-401.3868530411787,-0.5897621634673427,0,-1.4463251941271862,0,1
4280,0,0.0,,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
9030,1,1.7488604775814314,0.12359550561797752,0.0,0.0,0,0,-3.3155889512117684,-361.3868530411787,0.0,0,-1.3191599153535185,0,1
2980,1,0.09368806378832797,0.9325842696629213,0.0,0.0,0,0,0.0,0.0,0.0,0,1.1019672550235635,0,1
9520,1,0.0,0.10112359550561797,-1.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,0.05721721960853016,0,1
6717,0,1.1626535810297072,-0.47191011235955055,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
1880,1,-0.8373464189702927,0.02247191011235955,0.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,0.14199407212430853,4,2
1420,1,-1.4925188327633963,0.3258426966292135,0.0,-1.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.1595799576767594,0,1
1390,1,-0.009760212073740997,3.0,2.0,2.0,0,0,0.0,2568.6131469588213,1.4102378365326573,0,10.71665970504831,0,1
2550,1,-1.4925188327633963,0.33707865168539325,0.0,0.0,0,0,0.0,-301.3868530411787,0.41023783653265733,0,-1.2119421312894458,0,1
4480,1,-1.906311936211672,0.056179775280898875,1.0,0.0,0,0,3.6311779024235373,-315.3868530411787,0.41023783653265733,0,-1.0997374735479746,4,4
2180,1,-1.4925188327633963,0.1348314606741573,1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.2917321101278256,0,1
1410,0,1.197136339650397,0.39325842696629215,-1.0,1.0,0,0,-3.778706741454122,0.0,0.41023783653265733,0,0.0,1,0
9930,1,1.7488604775814314,0.7865168539325843,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.8379266054845413,0,1
7340,1,0.0,-0.651685393258427,-1.0,1.0,0,0,24.0083606730871,0.0,-0.5897621634673427,0,-1.2643043049021325,4,1
2270,1,-1.009760212073741,1.4269662921348314,0.0,1.0,0,0,0.0,0.0,0.41023783653265733,0,-0.8404200423232407,1,0
6720,1,0.0,-0.14606741573033707,-1.0,0.0,0,0,0.0,-166.3868530411787,1.4102378365326573,0,-0.561155116388912,0,1
9700,1,-1.906311936211672,-0.3258426966292135,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.5984248412878472,1,0
9040,1,-0.45803607414270653,0.30337078651685395,0.0,-1.0,0,0,0.0,-43.38685304117871,-0.5897621634673427,0,-0.46889795335703555,0,1
8800,0,0.0,-0.15730337078651685,-1.0,0.0,0,0,5.483649063392952,0.0,-0.5897621634673427,0,0.0,0,0
3540,1,-1.3201050396599479,0.5280898876404494,-1.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,1.0047232183142882,0,1
1210,0,0.0,-0.9550561797752809,-2.0,-1.0,0,0,-10.725473595089428,0.0,0.0,0,0.0,4,1
1070,1,-1.8373464189702928,1.5168539325842696,2.0,1.0,0,0,-3.778706741454122,-271.3868530411787,-0.5897621634673427,0,-1.137139026128465,4,2
6140,1,0.0,0.5280898876404494,2.0,2.0,0,0,-6.557413482908244,-341.3868530411787,0.41023783653265733,0,-1.2992124206439237,2,0
2270,0,1.6798949603400521,-0.449438202247191,-1.0,0.0,0,0,-5.168060112181183,0.0,0.41023783653265733,0,0.0,0,1
2900,0,-0.18217400517718926,-0.4943820224719101,-1.0,0.0,0,0,-9.79923801460472,0.0,-0.5897621634673427,0,0.0,0,4
2850,1,-4.251139522418568,2.146067415730337,1.0,0.0,0,0,9.651709175574135,-141.3868530411787,0.0,0,-0.4813651375505324,2,2
9290,1,0.0,,1.0,-1.0,0,0,0.0,0.0,0.0,0,-0.08490868019733357,0,0
8500,1,0.0,1.7640449438202248,0.0,0.0,0,0,-10.725473595089428,-346.3868530411787,-0.5897621634673427,0,-1.2568239943860344,1,0
2018,0,-0.21665676379787893,0.4943820224719101,0.0,2.0,0,0,-2.852471160969415,0.0,0.0,0,0.0,2,4
7850,1,-0.6304498672461548,-0.14606741573033707,0.0,0.0,0,1,-6.557413482908244,-231.3868530411787,-0.5897621634673427,0,-0.9002625264520254,0,1
1150,1,-0.5614843500047755,0.7303370786516854,1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.4762464361915784,1,4
2000,0,1.2316190982710866,-0.4157303370786517,-2.0,0.0,0,0,0.0,0.0,0.0,0,0.0,1,1
2500,1,1.6798949603400521,0.39325842696629215,0.0,0.0,0,0,62.910255053444814,0.0,1.4102378365326573,0,7.859181087898839,1,0
8400,0,1.6798949603400521,-0.651685393258427,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
8400,0,0.0,-0.7078651685393258,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0
3178,0,0.0,-0.07865168539325842,0.0,1.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
9500,1,0.0,1.2247191011235956,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.4813651375505324,1,1
9300,1,1.7143777189607419,,1.0,1.0,0,0,-10.725473595089428,-430.3868530411787,0.41023783653265733,0,-0.9426509527099146,1,0
9240,0,0.09368806378832797,-0.39325842696629215,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,4,1
2650,0,0.16265358102970728,-0.2696629213483146,0.0,0.0,0,0,-5.631177902423537,0.0,-0.5897621634673427,0,0.0,0,1
3665,0,0.8523087534435004,-0.42696629213483145,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,2,1
9660,1,0.3695501327538452,0.6966292134831461,0.0,0.0,0,0,0.0,0.0,0.0,0,2.6154834161140776,0,1
2980,1,0.5764466844779832,0.9775280898876404,-1.0,1.0,0,1,17.524711609694148,568.6131469588213,1.4102378365326573,0,1.4934368386993635,1,0
2550,0,1.3695501327538453,-0.5393258426966292,-1.0,0.0,0,0,-4.241824531696476,0.0,0.0,1,0.0,0,1
1700,1,0.6109294430986728,1.595505617977528,3.0,0.0,0,0,0.38935337072706117,-241.3868530411787,0.41023783653265733,0,-0.7755906845170573,1,1
8930,0,0.0,-0.6404494382022472,3.0,2.0,0,0,0.0,0.0,0.0,0,0.0,0,1
3970,1,-0.6304498672461548,0.30337078651685395,0.0,0.0,0,0,-0.5368822097576462,0.0,0.41023783653265733,0,-1.1047243472253732,0,1
6000,0,1.0592053051676382,-0.39325842696629215,-1.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,0.0,0,1
4000,0,0.0,-0.8202247191011236,-2.0,0.0,0,0,-9.79923801460472,0.0,-0.5897621634673427,0,0.0,0,1
9255,1,-0.45803607414270653,1.4719101123595506,0.0,1.0,0,0,0.0,0.0,0.41023783653265733,0,-1.748031051609809,1,0
9060,1,0.0,,3.0,1.0,0,0,0.0,0.0,1.4102378365326573,0,-0.5287404374858203,0,1
9030,0,1.3695501327538453,-0.6179775280898876,-1.0,0.0,0,0,-8.873002434120012,0.0,0.0,0,0.0,0,1
9570,1,1.5764466844779832,0.9325842696629213,0.0,0.0,0,0,0.0,0.0,0.41023783653265733,1,-0.17716584322921003,1,1
4900,1,0.0,0.38202247191011235,1.0,0.0,0,0,-1.0,0.0,-0.5897621634673427,0,-1.5984248412878472,4,2
3010,1,-0.9407946948323617,0.0898876404494382,1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.4986873677398727,0,1
7090,1,0.0,-0.14606741573033707,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.5610232887073567,0,1
8000,0,1.197136339650397,-0.4044943820224719,-1.0,-1.0,0,0,0.0,0.0,0.0,0,0.0,0,1
2640,0,-1.4580360741427065,-0.5842696629213483,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
2000,0,-0.6304498672461548,-0.5393258426966292,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,0
7860,1,0.0,0.07865168539325842,0.0,0.0,0,0,9.651709175574135,-281.3868530411787,-0.5897621634673427,0,-0.8853019054198292,0,2
1000,0,-1.4925188327633963,0.5955056179775281,-1.0,1.0,0,0,0.0,-268.3868530411787,-0.5897621634673427,0,0.0,1,0
8370,1,-1.4925188327633963,0.30337078651685395,1.0,0.0,0,0,0.0,0.0,0.0,0,-0.9625984474195095,0,0
9200,1,0.0,1.202247191011236,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.9202100211616203,1,1
9080,0,1.093688063788328,,0.0,1.0,0,0,0.0,0.0,0.41023783653265733,0,0.0,4,1
6929,1,-3.389070556901327,1.651685393258427,2.0,2.0,0,0,0.38935337072706117,268.6131469588213,0.41023783653265733,0,-0.002625264520254567,0,0
9800,1,0.0,-0.3707865168539326,0.0,0.0,0,0,0.0,0.0,0.0,0,-1.4438317572884867,0,2
3600,0,0.6109294430986728,-0.449438202247191,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
8420,1,-1.216656763797879,0.4943820224719101,1.0,1.0,0,0,0.0,0.0,0.0,0,-1.5610232887073567,0,1
4101,1,1.2661018568917763,-0.3146067415730337,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.3515745942566102,0,1
2830,1,-0.009760212073740997,-0.19101123595505617,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.226902752321642,0,4
9800,0,1.7488604775814314,-0.38202247191011235,-1.0,0.0,0,0,-1.4631177902423538,0.0,0.0,0,0.0,0,1
5670,1,0.0,-0.20224719101123595,0.0,0.0,0,0,6.4098846438776595,-311.3868530411787,-0.5897621634673427,0,-1.239369936515139,0,1
2100,0,0.0,-0.3258426966292135,-1.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,0.0,0,0
2640,0,0.5074811672366039,-0.20224719101123595,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
9170,1,-0.14769124655649962,1.1123595505617978,1.0,0.0,0,0,-5.631177902423537,-321.3868530411787,0.41023783653265733,0,-0.9102362738068229,0,1
3890,0,1.7143777189607419,-0.42696629213483145,-1.0,-1.0,0,0,2.7049423219388298,0.0,0.0,0,0.0,0,1
8434,0,1.2316190982710866,-0.24719101123595505,0.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0,1
8540,1,0.0,0.06741573033707865,1.0,-1.0,0,0,0.0,0.0,0.0,0,-1.1795274523863541,0,1
9150,1,0.0,0.8426966292134831,0.0,0.0,0,0,0.0,0.0,0.0,0,-1.0224409315482943,1,1
9230,0,1.7488604775814314,-0.2808988764044944,-1.0,0.0,0,0,-6.094295692665891,0.0,-0.5897621634673427,0,0.0,1,0
2811,1,-0.5614843500047755,0.7865168539325843,0.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,2.553147495146593,4,2
1150,1,0.0,0.07865168539325842,0.0,0.0,0,0,0.0,0.0,-2.5897621634673427,0,-1.191994636579851,0,1
3540,1,0.12817082240901762,-0.14606741573033707,0.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,-1.748031051609809,0,1
1850,1,-0.3545877982806375,0.15730337078651685,0.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-0.19711333793880492,0,4
3570,0,1.7143777189607419,-0.43820224719101125,-1.0,1.0,0,0,0.8524711609694149,0.0,1.4102378365326573,1,0.0,1,0
9000,1,-1.3201050396599479,-0.033707865168539325,1.0,0.0,0,0,0.0,-425.3868530411787,1.4102378365326573,0,-1.5784773465782524,0,1
7141,1,-5.975277453453051,-0.33707865168539325,0.0,0.0,0,0,0.38935337072706117,-201.3868530411787,0.41023783653265733,0,-1.1745405787089553,1,1
7740,1,0.0,1.247191011235955,1.0,0.0,0,0,3.6311779024235373,0.0,-0.5897621634673427,0,-1.2867452364504268,0,1
5100,1,-1.8373464189702928,4.662921348314606,6.0,1.0,0,0,7.799238014604721,4172.613146958822,1.4102378365326573,1,11.09815554136931,4,2
8200,1,0.7143777189607418,3.4269662921348316,1.0,4.0,0,0,0.0,0.0,1.4102378365326573,0,2.263908821857467,0,1
2920,1,-0.45803607414270653,0.8314606741573034,0.0,0.0,0,0,0.0,200.6131469588213,0.0,0,-0.17217896955181128,0,2
4000,0,1.7143777189607419,-0.0449438202247191,0.0,0.0,0,0,-8.873002434120012,0.0,-0.5897621634673427,0,0.0,0,1
5377,1,1.6798949603400521,-0.056179775280898875,1.0,0.0,0,0,0.0,524.6131469588213,1.4102378365326573,0,0.6356945661867826,1,0
9100,0,-0.18217400517718926,-0.42696629213483145,-1.0,0.0,0,0,-7.946766853635306,0.0,-0.5897621634673427,0,0.0,0,1
6150,1,0.0,1.146067415730337,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.2094486944507465,0,1
2300,1,-0.7338981431082238,1.797752808988764,1.0,1.0,0,0,0.0,-1.3868530411787106,1.4102378365326573,0,0.0821515879955238,5,0
7330,1,1.7488604775814314,0.8426966292134831,0.0,0.0,0,0,-6.557413482908244,0.0,0.41023783653265733,0,-0.7506563161300637,1,0
1083,0,0.5764466844779832,-0.25842696629213485,-1.0,0.0,0,0,-7.946766853635306,0.0,-0.5897621634673427,0,0.0,4,1
3300,1,0.0,0.3595505617977528,0.0,0.0,0,0,0.0,-281.3868530411787,-0.5897621634673427,0,-1.1745405787089553,0,1
3970,0,0.0,-0.48314606741573035,-1.0,0.0,0,0,3.1680601121811836,0.0,-0.5897621634673427,0,0.0,0,1
4100,1,0.0,-0.4943820224719101,-2.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-1.473752999352879,0,1
2000,0,-1.4925188327633963,0.2696629213483146,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
7500,0,0.0,-0.5056179775280899,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
6830,1,0.2316190982710866,0.449438202247191,2.0,0.0,1,1,0.0,0.0,1.4102378365326573,0,7.086215667902036,0,1
8760,1,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.8204725476136459,0,1
2018,0,-3.492518832763396,0.6404494382022472,-1.0,0.0,0,0,0.0,-351.3868530411787,0.0,0,0.0,4,0
4300,1,-0.45803607414270653,-0.25842696629213485,0.0,0.0,0,0,-4.241824531696476,68.61314695882129,0.41023783653265733,0,0.2591856035431786,4,1
4000,1,0.0,2.258426966292135,5.0,2.0,0,0,0.0,0.0,0.41023783653265733,0,-1.528608609804265,0,1
3650,1,0.0,0.07865168539325842,0.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,-0.6608925899368866,0,1
8300,0,0.7488604775814314,-0.550561797752809,0.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0,0
8210,1,0.0,0.42696629213483145,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.21456739580970047,0,3
6717,1,1.1281708224090177,-0.4606741573033708,-1.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-0.6534122794207885,0,1
3061,1,0.7833432362021211,0.7528089887640449,-1.0,0.0,0,0,-4.241824531696476,-331.3868530411787,0.0,0,-1.11719153141887,0,4
9000,1,0.0,0.449438202247191,1.0,0.0,0,0,-4.241824531696476,0.0,0.0,0,-1.5560364150299582,0,1
6700,0,1.3695501327538453,-0.38202247191011235,-1.0,0.0,0,0,1.7787067414541224,0.0,0.41023783653265733,0,0.0,1,0
9000,0,-7.389070556901327,-0.7303370786516854,-2.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
2018,0,0.0,-0.19101123595505617,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
2100,0,-0.45803607414270653,-0.651685393258427,-1.0,0.0,0,0,-9.336120224362366,0.0,-0.5897621634673427,0,0.0,4,4
2140,1,0.0,1.146067415730337,3.0,0.0,0,0,0.0,-407.3868530411787,-0.5897621634673427,0,-1.5086611150946703,4,1
1760,0,0.6109294430986728,-0.24719101123595505,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
1190,0,0.09368806378832797,-0.34831460674157305,0.0,0.0,0,0,-3.778706741454122,0.0,-0.5897621634673427,0,0.0,2,1
8800,0,0.3005846155124659,2.550561797752809,1.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0,1
1030,0,0.0,-0.5393258426966292,-2.0,0.0,0,0,-7.483649063392952,0.0,0.0,0,0.0,4,4
9840,1,-0.42355331552201686,0.1797752808988764,0.0,0.0,0,0,0.0,-70.38685304117871,0.0,0,-0.8479003528393388,0,1
3520,1,1.7143777189607419,0.8202247191011236,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.8254594212910445,0,1
8300,0,0.6454122017193624,-0.8764044943820225,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,1,0
9120,1,0.0,1.6292134831460674,1.0,1.0,0,1,0.0,0.0,1.4102378365326573,0,0.3539362034137544,0,1
2900,0,0.12817082240901762,-0.449438202247191,0.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,0.0,4,1
7340,1,0.0,-0.3258426966292135,0.0,0.0,0,0,0.0,-378.3868530411787,-0.5897621634673427,0,-1.376508962643604,0,1
5300,1,1.7143777189607419,-0.0898876404494382,1.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,1.3139093863130094,0,1
3300,1,-1.3201050396599479,-0.42696629213483145,-1.0,0.0,0,0,0.0,-331.3868530411787,-0.5897621634673427,0,-1.4986873677398727,0,1
9051,0,1.8178259948228108,-0.4157303370786517,0.0,1.0,0,0,2.241824531696476,0.0,-0.5897621634673427,0,0.0,1,0
4020,0,0.0,-0.7640449438202247,-1.0,1.0,0,0,-9.336120224362366,0.0,-0.5897621634673427,0,0.0,2,1
2200,0,0.7143777189607418,-0.42696629213483145,-1.0,-1.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
2930,0,1.0247225465469487,-0.42696629213483145,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
6240,1,-0.8028636603496031,0.10112359550561797,-1.0,0.0,0,0,0.38935337072706117,-281.3868530411787,-0.5897621634673427,0,-1.1994749470959492,0,1
8930,1,0.0,0.20224719101123595,0.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-1.748031051609809,0,0
2830,1,1.6109294430986727,0.24719101123595505,1.0,0.0,0,0,5.020531273150598,0.0,-0.5897621634673427,0,-1.281758362773028,4,1
1000,0,0.0,-0.5955056179775281,-2.0,0.0,0,1,-8.873002434120012,0.0,-0.5897621634673427,0,0.0,0,1
2460,1,-0.8028636603496031,5.359550561797753,0.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,6.041465632487003,0,1
9960,1,-0.28562228103925824,-0.0449438202247191,0.0,0.0,0,0,-1.0,-331.3868530411787,0.41023783653265733,0,-0.7506563161300637,0,1
4500,1,-0.8028636603496031,0.14606741573033707,1.0,1.0,0,0,0.0,137.6131469588213,1.4102378365326573,0,-0.015092448713751384,0,1
9300,0,0.0,0.24719101123595505,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
2100,0,-0.14769124655649962,-0.4157303370786517,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
8800,0,0.19713633965039692,-1.0337078651685394,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,4,1
8300,0,0.19713633965039692,-0.4157303370786517,0.0,1.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
3169,0,0.0,-0.1348314606741573,-1.0,1.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
2600,0,-0.04424297069443065,-0.48314606741573035,0.0,0.0,0,0,-3.3155889512117684,0.0,0.0,0,0.0,0,1
9180,1,0.0,0.7415730337078652,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.8753281580650318,1,1
9600,0,1.6798949603400521,-0.5617977528089888,-2.0,0.0,0,0,12.893533707270612,1568.6131469588213,0.0,0,0.0,0,1
2020,1,-0.9407946948323617,-0.23595505617977527,0.0,0.0,0,0,-7.946766853635306,0.0,0.0,0,-1.5261151729655658,4,1
8300,0,0.7488604775814314,-0.8426966292134831,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,1,1
8660,0,-0.3890705569013272,-0.25842696629213485,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0
6183,1,0.0,0.19101123595505617,3.0,0.19844324694209226,0,0,0.0,0.0,-2.5897621634673427,0,1.5981611859247369,0,1
9111,1,0.0,2.550561797752809,2.0,1.0,0,0,11.967298126785904,1468.6131469588213,0.41023783653265733,0,3.737529993528791,1,0
1180,0,-0.5270015913840859,-0.4943820224719101,-2.0,0.0,0,0,-10.262355804847074,0.0,-0.5897621634673427,0,0.0,0,1
8301,0,-0.11320848793580997,-0.8876404494382022,-2.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
1070,1,-0.14769124655649962,0.898876404494382,0.0,0.0,0,0,-7.946766853635306,-398.3868530411787,-0.5897621634673427,0,-1.6657476359327301,0,0
6001,0,0.0,-0.47191011235955055,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0
4623,1,0.4729984086159142,1.1573033707865168,0.0,0.0,0,1,0.0,263.6131469588213,0.41023783653265733,0,0.9448807341855036,0,1
8370,0,0.3695501327538452,-0.5955056179775281,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0
3140,0,0.0,-0.9213483146067416,-2.0,0.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
4100,1,0.0,0.7415730337078652,0.0,1.0,0,0,2.7049423219388298,-61.38685304117871,0.41023783653265733,0,-0.6259844741950955,0,0
9820,0,0.05920530516763831,-0.5617977528089888,-1.0,0.0,0,0,-8.40988464387766,0.0,0.0,0,0.0,0,1
9900,1,-0.28562228103925824,0.033707865168539325,0.0,0.0,0,0,-1.9262355804847076,248.6131469588213,0.41023783653265733,0,0.22677092464008688,1,4
8300,0,1.3350673741331556,-0.5280898876404494,-1.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0,0
2640,0,0.0,-0.7303370786516854,-2.0,0.0,0,0,0.0,-286.3868530411787,-0.5897621634673427,0,0.0,0,1
9051,0,1.7488604775814314,-0.42696629213483145,-1.0,0.0,0,0,-9.79923801460472,0.0,-0.5897621634673427,0,0.0,1,0
1190,0,-1.1821740051771892,-0.5056179775280899,-2.0,0.0,0,0,-8.873002434120012,0.0,-0.5897621634673427,0,0.0,2,2
9000,1,-0.5959671086254651,-0.3146067415730337,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.6233592096748408,1,0
1731,1,-2.5614843500047755,0.3707865168539326,2.0,2.0,0,0,0.0,0.0,0.41023783653265733,0,-0.11233648542302656,1,0
2640,0,-0.45803607414270653,-0.38202247191011235,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,4,4
2140,0,-0.009760212073740997,-0.5730337078651685,-1.0,0.0,0,0,-8.40988464387766,0.0,0.0,0,0.0,0,1
7387,1,-1.4580360741427065,0.8651685393258427,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,4.652621313331458,0,2
8800,1,0.0,1.449438202247191,2.0,-1.0,0,0,0.0,0.0,0.41023783653265733,0,0.17939562470479897,0,2
1050,0,0.0,-0.011235955056179775,-1.0,0.0,0,0,-7.483649063392952,0.0,-0.5897621634673427,0,0.0,0,1
2018,0,0.05920530516763831,-0.8764044943820225,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,4,1
2960,1,0.9557570293055694,-0.8202247191011236,-1.0,0.0,0,1,0.0,0.0,1.4102378365326573,0,2.1292632325677014,4,2
6740,1,1.4385156499952245,-0.056179775280898875,0.0,0.0,0,0,0.0,101.61314695882129,-0.5897621634673427,0,-0.22454114316449791,0,0
9300,0,0.0,-0.6404494382022472,-1.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,0.0,0,1
9070,0,0.7143777189607418,0.39325842696629215,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
1030,0,1.4040328913745348,-0.3707865168539326,0.0,0.0,0,0,-7.483649063392952,0.0,-0.5897621634673427,0,0.0,1,0
2610,1,0.0,1.7415730337078652,2.0,1.0,0,0,-8.873002434120012,-371.3868530411787,0.41023783653265733,0,-1.0723096683222815,4,2
8210,0,1.7143777189607419,-0.15730337078651685,-1.0,-1.0,0,0,-5.631177902423537,0.0,0.0,0,0.0,0,1
9190,1,1.783343236202121,1.3932584269662922,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.748031051609809,0,1
8710,1,-1.4925188327633963,0.3146067415730337,-1.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-0.8503937896780381,0,1
1933,1,-0.6304498672461548,0.30337078651685395,0.0,0.0,0,0,-3.778706741454122,568.6131469588213,1.4102378365326573,0,2.8922549052097066,0,1
2650,1,0.0,0.23595505617977527,1.0,1.0,0,0,0.0,-241.3868530411787,-0.5897621634673427,0,-1.748031051609809,0,0
8700,1,-0.14769124655649962,0.2696629213483146,0.0,0.0,0,0,2.7049423219388298,-300.3868530411787,-0.5897621634673427,0,-1.0398949894191898,0,4
8300,0,0.5764466844779832,-0.8314606741573034,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,4,4
9690,1,0.0,1.2696629213483146,4.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-0.2943573746480801,0,1
2880,0,0.7833432362021211,-0.5955056179775281,-1.0,0.0,0,0,-1.9262355804847076,0.0,0.0,0,0.0,1,1
4400,1,-1.8718291775909823,1.0674157303370786,3.0,0.0,0,0,59.205312731505984,868.6131469588213,1.4102378365326573,0,2.4259822163729257,0,1
