postal_code,type_of_property,construction_year,living_area,bedrooms,nr_bathrooms,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building
2930,0,0.4385156499952245,0.19101123595505617,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,1,1
7500,1,0.0,,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.748031051609809,0,2
2000,0,-0.6304498672461548,0.3707865168539326,0.0,1.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,4,1
8300,1,0.0,0.2696629213483146,0.0,1.0,0,0,0.0,0.0,0.41023783653265733,0,-1.1969815102572496,0,1
4432,1,-0.11320848793580997,-0.2808988764044944,-1.0,0.0,0,0,0.0,-217.3868530411787,-0.5897621634673427,0,-1.0498687367739872,0,0
2480,1,-0.04424297069443065,0.7528089887640449,0.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,0.680576429283371,0,1
9000,1,0.88679151206419,0.2696629213483146,-1.0,0.0,0,0,43.45930786326596,0.0,1.4102378365326573,0,5.408132675457365,1,0
2880,0,1.5764466844779832,-0.6741573033707865,-2.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0
3140,0,0.0,-0.5280898876404494,-1.0,1.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
9700,1,0.09368806378832797,0.0,1.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-0.050000564455542476,0,1
8551,1,-0.07872572931512031,1.3707865168539326,2.0,0.0,0,0,9.651709175574135,168.6131469588213,1.4102378365326573,0,1.2440931548294272,4,2
9041,0,1.3350673741331556,-0.42696629213483145,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
9032,1,-1.4925188327633963,0.5730337078651685,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.3939630205144995,0,1
4680,1,-2.5614843500047755,-0.4606741573033708,-1.0,0.0,0,0,-1.9262355804847076,0.0,-0.5897621634673427,0,-1.493700494062474,2,2
9500,1,0.0,0.6966292134831461,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.7581366266461618,1,1
1853,0,-0.21665676379787893,-0.5393258426966292,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,2,1
1000,0,1.3350673741331556,-0.4606741573033708,-1.0,1.0,0,0,-1.0,0.0,-0.5897621634673427,1,0.0,1,0
2200,1,-2.527001591384086,2.4831460674157304,3.0,1.0,0,0,0.0,0.0,1.4102378365326573,0,2.393567537469834,0,2
2800,0,0.0,-0.8089887640449438,-2.0,0.0,0,0,0.0,0.0,0.0,0,0.0,4,1
2018,1,1.7143777189607419,-0.15730337078651685,0.0,0.0,0,0,1.7787067414541224,0.0,0.41023783653265733,0,-1.748031051609809,5,1
2140,0,-0.5270015913840859,-0.7078651685393258,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,4,1
4400,1,0.0,0.2247191011235955,1.0,0.0,0,0,0.0,-301.3868530411787,1.4102378365326573,0,-1.423884262578892,2,2
9800,0,0.0,-0.1797752808988764,0.0,1.0,0,0,2.7049423219388298,0.0,0.0,0,0.0,0,1
9400,1,-2.8718291775909823,4.53932584269663,3.0,2.0,0,1,0.0,0.0,1.4102378365326573,0,-0.12729710645522274,0,1
9190,1,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,0,-1.281758362773028,0,0
9300,1,-2.527001591384086,0.0449438202247191,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.5036742414172715,4,1
9080,1,0.0,0.8314606741573034,0.0,0.0,0,0,0.0,0.0,0.0,0,0.05223034593113143,1,1
2480,1,-0.009760212073740997,1.0561797752808988,1.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,1.832544248762477,3,0
3170,0,0.0,0.4606741573033708,-1.0,1.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
9060,0,0.0,-0.7415730337078652,-1.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,0.0,0,2
6987,1,0.5764466844779832,0.48314606741573035,3.0,0.0,0,0,-5.631177902423537,147.6131469588213,1.4102378365326573,0,-0.010105575036352657,0,1
2910,1,-0.2511395224185686,-0.07865168539325842,-1.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,0.7454057870895545,4,2
3580,1,0.0,0.8314606741573034,0.0,1.0,0,1,0.0,0.0,1.4102378365326573,0,0.37139026128464997,0,1
6900,1,-0.18217400517718926,0.9325842696629213,-1.0,0.0,1,0,27.250185204783577,609.6131469588213,1.4102378365326573,0,1.2615472127003227,0,1
6890,1,0.9557570293055694,1.7640449438202248,3.0,1.0,0,0,1.3155889512117687,68.61314695882129,1.4102378365326573,0,0.7404189134121558,4,0
1300,0,-4.251139522418568,-0.7865168539325843,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
7500,0,-0.18217400517718926,-0.5393258426966292,-1.0,0.0,0,0,-8.40988464387766,0.0,0.0,0,0.0,0,1
6890,1,0.0,-0.033707865168539325,0.0,0.0,0,0,2.7049423219388298,-268.3868530411787,-0.5897621634673427,0,-1.3416008469018128,4,4
8660,0,-1.8373464189702928,-0.5730337078651685,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
3500,1,1.2661018568917763,1.651685393258427,2.0,1.0,0,0,0.0,0.0,0.0,0,-0.3816276640025578,0,1
4040,1,0.0,,0.0,0.0,0,1,0.0,0.0,0.41023783653265733,0,-1.748031051609809,0,1
7784,1,-1.4925188327633963,1.0337078651685394,0.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,14.459308399936054,0,1
2500,0,0.4729984086159142,-0.47191011235955055,-1.0,0.0,0,0,-9.336120224362366,0.0,-0.5897621634673427,0,0.0,2,1
9750,1,-1.3201050396599479,0.23595505617977527,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.5111545519333696,0,1
4431,1,0.0,1.0112359550561798,1.0,1.0,0,0,0.0,0.0,0.41023783653265733,0,-0.9501312632260127,0,1
9850,1,-0.5959671086254651,0.8089887640449438,0.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,0.23425123515618498,4,4
6860,1,-4.251139522418568,1.3258426966292134,1.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-0.4314964007765451,0,2
9070,0,-0.2511395224185686,-0.5955056179775281,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
3650,1,1.783343236202121,1.0337078651685394,0.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,-0.7307088214204688,0,1
8450,0,1.1626535810297072,-0.449438202247191,-1.0,0.0,0,0,-7.483649063392952,0.0,0.0,0,0.0,1,1
6200,1,0.0,-0.20224719101123595,0.0,0.0,0,0,-1.9262355804847076,0.0,-0.5897621634673427,0,-1.748031051609809,0,1
2940,0,0.16265358102970728,-0.5393258426966292,-1.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,0.0,0,0
2180,0,0.26610185689177623,,-1.0,-1.0,0,0,0.0,0.0,0.0,0,0.0,0,1
1081,0,-0.5614843500047755,-0.5393258426966292,-1.0,0.0,0,0,-8.873002434120012,0.0,0.0,0,0.0,0,1
6230,0,1.783343236202121,-0.5280898876404494,-1.0,0.0,0,0,1.7787067414541224,0.0,1.4102378365326573,0,0.0,0,1
8490,1,0.0,0.24719101123595505,0.0,-1.0,0,0,0.0,0.0,0.0,0,-0.6359582215498929,0,1
5170,1,0.0,0.10112359550561797,-1.0,0.0,0,0,-10.725473595089428,-430.3868530411787,0.41023783653265733,0,-0.8454069160006394,0,2
2060,0,-0.42355331552201686,-0.8314606741573034,-1.0,0.0,0,0,-10.262355804847074,0.0,-0.5897621634673427,0,0.0,0,1
1180,0,-0.04424297069443065,-0.7415730337078652,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,4,1
5563,1,-2.527001591384086,0.8426966292134831,2.0,0.0,0,0,0.0,1292.6131469588213,1.4102378365326573,0,2.550654058307894,0,4
3830,1,1.7488604775814314,0.797752808988764,1.0,0.0,0,0,-4.241824531696476,0.0,0.0,0,0.9947494709594908,1,0
1040,0,0.024722546546948658,1.8764044943820224,1.0,1.0,0,0,-1.9262355804847076,0.0,-0.5897621634673427,0,0.0,1,1
4053,0,-0.21665676379787893,-0.34831460674157305,-1.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,0.0,0,1
1790,1,0.0,0.5393258426966292,1.0,1.0,0,0,0.0,0.0,0.0,0,0.12204657741471361,1,1
6280,1,0.0,0.2696629213483146,1.0,0.0,0,0,-1.9262355804847076,0.0,0.0,0,1.942255469665249,0,1
2018,0,0.024722546546948658,-0.5955056179775281,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,0
4400,0,0.0,0.449438202247191,2.0,1.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,4,4
9700,0,0.12817082240901762,-0.1348314606741573,-1.0,0.0,1,0,-6.557413482908244,0.0,-0.5897621634673427,0,0.0,0,1
9000,0,-0.07872572931512031,-0.20224719101123595,0.0,-1.0,0,0,0.0,0.0,0.0,0,0.0,0,1
9990,1,-1.906311936211672,-0.3146067415730337,0.0,0.0,0,0,0.0,-231.3868530411787,0.41023783653265733,0,-0.9750656316130064,0,2
5380,1,1.783343236202121,0.34831460674157305,0.0,0.0,0,0,0.0,148.6131469588213,0.41023783653265733,0,-0.3018376851641782,2,1
3400,1,-1.906311936211672,0.5056179775280899,0.0,0.0,0,0,0.0,0.0,0.0,0,-1.2493436838699363,0,1
8400,0,-2.802863660349603,0.5056179775280899,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0
1745,1,1.7143777189607419,1.2584269662921348,2.0,1.0,0,0,2.7049423219388298,-281.3868530411787,0.0,0,-0.6783466478077821,1,0
4360,0,1.197136339650397,-0.651685393258427,-2.0,0.0,0,0,-7.946766853635306,0.0,0.41023783653265733,0,0.0,0,1
2060,1,-2.0787257293151202,-0.3146067415730337,1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.6408132675457365,0,0
8400,0,0.0,-0.5393258426966292,-1.0,0.0,0,0,-7.946766853635306,0.0,0.0,0,0.0,0,1
8300,0,0.40403289137453485,-0.7078651685393258,-1.0,-1.0,0,0,0.0,0.0,0.0,0,0.0,0,0
3500,1,0.09368806378832797,1.5617977528089888,-1.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,0.5683717715418997,1,1
8000,1,0.0,-0.24719101123595505,-1.0,-1.0,0,0,0.0,0.0,0.0,0,-1.6208657728361415,0,2
4300,1,0.0,,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-0.1098430485843272,0,1
8670,0,1.2661018568917763,,-2.0,-1.0,1,0,0.0,0.0,0.0,0,0.0,0,1
9000,1,-1.4925188327633963,,1.0,-1.0,0,0,0.0,0.0,1.4102378365326573,0,-1.2044618207733477,0,1
9260,0,0.5074811672366039,-0.12359550561797752,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,2
8300,0,-0.21665676379787893,-0.898876404494382,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
9500,1,0.0,0.6404494382022472,-1.0,0.0,0,0,-7.483649063392952,0.0,0.0,0,-1.5734904729008536,2,2
9100,0,-0.14769124655649962,-0.29213483146067415,-1.0,-1.0,0,0,0.0,0.0,0.0,0,0.0,0,0
2360,1,-0.3890705569013272,-0.25842696629213485,0.0,-1.0,0,0,0.0,0.0,1.4102378365326573,0,0.054723782769830795,4,2
2860,1,0.0,0.30337078651685395,1.0,0.0,0,0,0.0,-357.3868530411787,0.41023783653265733,0,-1.398949894191898,0,1
1180,1,-0.6304498672461548,1.3146067415730338,0.0,2.0,0,0,0.0,0.0,0.41023783653265733,0,-0.8753281580650318,0,0
4031,0,0.0,-1.0898876404494382,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,2,4
8830,1,1.6109294430986727,,0.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-1.1196849682575694,0,1
8370,0,0.0,-0.9325842696629213,-2.0,0.0,0,0,-8.40988464387766,0.0,0.0,0,0.0,4,4
9300,0,1.0592053051676382,-0.0898876404494382,-1.0,0.0,0,0,-1.9262355804847076,0.0,0.0,0,0.0,0,1
9250,1,0.0,0.19101123595505617,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.13477741697132084,1,1
8300,0,1.3695501327538453,0.43820224719101125,0.0,1.0,0,0,-2.852471160969415,0.0,-0.5897621634673427,0,0.0,0,1
8880,1,-0.5270015913840859,0.33707865168539325,0.0,0.0,0,0,0.0,0.0,0.41023783653265733,0,-0.5985566689694025,0,1
1730,0,0.0,-0.6741573033707865,-1.0,0.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
9090,1,0.0,0.4157303370786517,0.0,0.0,0,1,0.0,0.0,0.0,0,-0.5262470006471209,0,1
2570,0,1.3695501327538453,-0.24719101123595505,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
3001,1,-1.8373464189702928,0.19101123595505617,0.0,0.0,0,0,-10.725473595089428,-430.3868530411787,1.4102378365326573,0,2.949603952499792,0,1
5580,1,0.0,-0.5617977528089888,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.5934379676104484,2,2
2330,1,0.7488604775814314,3.4719101123595504,1.0,0.0,0,1,0.0,0.0,1.4102378365326573,0,5.283460833522397,4,1
2990,1,0.8178259948228107,1.0224719101123596,1.0,1.0,0,0,8.262355804847074,0.0,-0.5897621634673427,0,-1.1520996471606613,0,1
8300,0,0.4385156499952245,-0.5730337078651685,0.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0,0
1420,0,-2.527001591384086,-0.033707865168539325,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,0
4020,1,-0.3201050396599479,3.0,1.0,0.0,0,1,-7.020531273150598,1998.6131469588213,1.4102378365326573,0,5.570206069972824,0,1
9120,0,1.7488604775814314,-0.6067415730337079,-1.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,1
8800,0,0.0,0.011235955056179775,0.0,0.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
1180,0,-0.18217400517718926,-0.6404494382022472,-1.0,0.0,0,0,-6.557413482908244,0.0,-0.5897621634673427,0,0.0,1,4
9990,1,0.5419639258572935,0.30337078651685395,0.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,1.3612846862482972,0,1
6060,1,0.8523087534435004,-0.14606741573033707,0.0,-1.0,0,0,0.0,0.0,0.41023783653265733,0,-0.3716539166477604,4,1
2800,0,1.2661018568917763,-0.6179775280898876,-2.0,0.0,0,0,2.7049423219388298,0.0,-0.5897621634673427,0,0.0,4,1
3508,0,0.0,0.6067415730337079,0.0,1.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
9870,0,0.0,0.1797752808988764,0.0,0.0,0,0,-6.557413482908244,0.0,0.0,0,0.0,0,1
1853,0,-0.3545877982806375,-0.42696629213483145,0.0,0.0,0,0,-8.873002434120012,0.0,-0.5897621634673427,0,0.0,1,1
8510,1,0.16265358102970728,0.011235955056179775,0.0,1.0,0,0,0.0,0.0,1.4102378365326573,0,0.0472434722537327,0,0
8620,0,1.4040328913745348,0.21348314606741572,-1.0,1.0,0,0,0.0,-401.3868530411787,0.0,0,0.0,0,1
9060,1,-1.1821740051771892,0.38202247191011235,-1.0,1.0,0,0,0.0,0.0,0.0,0,-1.2717846154182306,0,1
2990,1,-0.14769124655649962,0.16853932584269662,1.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,6.098814679777089,0,1
3710,0,0.0,-0.11235955056179775,0.0,1.0,0,0,0.0,0.0,-2.5897621634673427,0,0.0,0,1
9052,0,1.7488604775814314,-0.3707865168539326,-1.0,0.0,0,0,-5.631177902423537,0.0,0.41023783653265733,0,0.0,1,1
8400,1,-1.906311936211672,2.2134831460674156,2.0,3.0,1,0,-6.557413482908244,0.0,0.0,0,-1.5685035992234548,0,0
4500,0,-0.07872572931512031,-0.5393258426966292,-1.0,0.0,0,0,-8.40988464387766,0.0,0.41023783653265733,0,0.0,4,1
8000,1,0.0,-0.14606741573033707,-1.0,0.0,0,0,0.0,0.0,-1.5897621634673427,0,-1.6757213832875275,0,1
6860,0,1.7143777189607419,-0.1348314606741573,0.0,0.0,0,0,-6.094295692665891,0.0,0.41023783653265733,0,0.0,0,1
8370,0,1.197136339650397,-0.6292134831460674,-1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
9000,0,1.783343236202121,-0.8314606741573034,-2.0,0.0,0,0,-6.557413482908244,0.0,0.0,0,0.0,1,1
1300,1,-1.906311936211672,-0.3707865168539326,-1.0,0.0,0,0,-7.946766853635306,-241.3868530411787,0.41023783653265733,0,-0.8828084685811299,4,2
4400,1,-0.8028636603496031,0.25842696629213485,0.0,0.0,0,0,6.4098846438776595,-144.3868530411787,0.41023783653265733,0,-0.42650952709914636,4,0
9000,0,1.7488604775814314,-0.3146067415730337,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0
1200,0,0.09368806378832797,-0.5280898876404494,-1.0,0.0,0,0,-3.778706741454122,0.0,1.4102378365326573,1,0.0,4,1
1160,0,-0.3545877982806375,-0.48314606741573035,0.0,0.0,1,0,-7.020531273150598,0.0,-0.5897621634673427,0,0.0,1,0
1150,0,0.8178259948228107,0.24719101123595505,1.0,1.0,0,0,-4.241824531696476,0.0,0.41023783653265733,0,0.0,1,0
5630,1,-4.871829177590983,0.9775280898876404,-3.0,0.19844324694209226,0,0,0.0,0.0,0.41023783653265733,0,-1.239369936515139,2,1
9930,1,0.0,,-3.0,-1.0,0,0,0.0,0.0,0.0,0,-0.015092448713751384,0,0
3582,1,-0.3545877982806375,0.4943820224719101,1.0,0.0,0,0,0.0,498.6131469588213,0.0,0,0.5708652083805991,4,2
2140,1,-0.28562228103925824,1.7078651685393258,3.0,2.0,0,0,-5.168060112181183,0.0,-0.5897621634673427,0,-1.2992124206439237,0,4
1350,1,-0.11320848793580997,1.247191011235955,0.0,0.0,0,0,11.967298126785904,-83.38685304117871,0.41023783653265733,0,-0.6633860267755859,0,1
2000,0,1.6454122017193624,,-2.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
8700,1,-1.3545877982806376,0.5168539325842697,0.0,0.0,0,0,0.0,0.0,0.0,0,-0.7631235003235605,4,2
9470,0,-0.009760212073740997,-0.33707865168539325,-1.0,0.0,0,0,0.0,0.0,1.4102378365326573,0,0.0,0,1
2610,0,-0.45803607414270653,-0.5955056179775281,-1.0,-1.0,0,0,-6.094295692665891,0.0,-0.5897621634673427,0,0.0,4,4
2660,0,0.26610185689177623,-0.4044943820224719,-1.0,0.0,0,0,-9.79923801460472,0.0,-0.5897621634673427,0,0.0,0,0
4130,1,0.8523087534435004,0.449438202247191,1.0,0.0,0,0,5.020531273150598,-1.3868530411787106,1.4102378365326573,0,0.059710656447229525,1,1
8301,0,1.7143777189607419,-0.5056179775280899,-1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,1,1
8770,1,0.0,0.3595505617977528,0.0,0.0,0,0,0.0,0.0,0.0,0,2.219026958760878,1,1
9030,1,-1.3890705569013273,1.4831460674157304,1.0,1.0,0,0,2.7049423219388298,46.61314695882129,0.41023783653265733,0,-0.17965928006790938,1,1
3440,1,1.783343236202121,0.12359550561797752,1.0,0.0,0,0,0.0,0.0,0.0,0,0.027295977544137796,1,1
7330,1,1.7488604775814314,0.5056179775280899,0.0,0.0,0,0,-6.557413482908244,0.0,-0.5897621634673427,0,-0.7506563161300637,1,0
4020,1,-2.527001591384086,-0.1348314606741573,1.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.2867452364504268,0,1
1000,0,-2.5614843500047755,-0.11235955056179775,0.0,0.0,0,0,-10.262355804847074,0.0,-0.5897621634673427,0,0.0,4,0
7370,1,0.0,0.8314606741573034,0.0,-1.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.0598424841287848,0,1
8450,1,0.0,-0.21348314606741572,0.0,0.0,0,0,0.0,0.0,0.0,0,-1.2119421312894458,0,1
8560,1,0.0,0.651685393258427,1.0,0.0,0,1,0.0,0.0,0.0,0,-0.2893705009706814,0,1
9550,1,0.0,1.0337078651685394,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,-0.4713913901957349,0,0
8470,0,1.7143777189607419,,0.0,0.0,0,0,-10.725473595089428,0.0,-0.5897621634673427,0,0.0,0,0
9000,1,-4.251139522418568,-0.2696629213483146,-1.0,1.0,0,0,0.0,0.0,0.41023783653265733,0,-1.748031051609809,0,0
9340,1,-1.4925188327633963,0.033707865168539325,-1.0,-1.0,0,0,0.0,0.0,0.0,0,-1.5734904729008536,0,2
4100,1,0.0,-0.48314606741573035,-1.0,1.0,0,0,0.0,0.0,-0.5897621634673427,0,-1.486220183546376,4,1
9500,0,1.5764466844779832,-0.651685393258427,0.0,0.0,0,0,0.0,0.0,-0.5897621634673427,0,0.0,0,1
4900,0,0.88679151206419,-0.5617977528089888,-1.0,0.0,0,0,-7.020531273150598,0.0,0.41023783653265733,0,0.0,0,1
8301,0,0.16265358102970728,-0.7865168539325843,-1.0,0.0,0,0,-8.873002434120012,0.0,0.0,0,0.0,0,1
